Month,Total Value End,$ Gain,% Gain,% SPY Gain
2020-01,2000000.0,0.0,0.0,-0.9665126703655269
2020-02,2000000.0,0.0,0.0,-7.916594519717757
2020-03,2015143.1799999997,15143.179999999702,0.7571589999999851,-12.487109047905854
2020-04,2041366.9099999992,26223.729999999516,1.301333337514981,12.69835607654073
2020-05,2061617.0099999988,20250.099999999627,0.9919872758199866,4.764548671584334
2020-06,2079762.5799999987,18145.569999999832,0.8801620238862815,1.7733923611049418
2020-07,2122558.5799999987,42796.0,2.057734878564842,5.889237326582997
2020-08,2146265.8699999987,23707.290000000037,1.1169204102720243,6.979660481397509
2020-09,2141911.8699999987,-4354.0,-0.20286396298143636,-3.7443548566115203
2020-10,2099267.7499999986,-42644.12000000011,-1.9909371901468635,-2.493363330736753
2020-11,2306702.9799999986,207435.22999999998,9.881313615187969,10.877720415583191
2020-12,2393195.109999999,86492.13000000035,3.7495997859247754,3.704807569243318
2021-01,2430449.109999999,37254.0,1.5566637189058947,-1.0190281436889714
2021-02,2513922.3999999985,83473.28999999957,3.4344800578852523,2.7805389404754965
2021-03,2628226.209999999,114303.81000000052,4.546831278483401,4.539909723559998
2021-04,2660063.719999999,31837.509999999776,1.2113687124366583,5.29106185754491
2021-05,2692273.719999999,32210.0,1.2108732493069758,0.6566058703937561
2021-06,2778382.0399999986,86108.31999999983,3.1983493862577936,2.2427663327791114
2021-07,2783179.4799999986,4797.439999999944,0.17267027827461576,2.441243978882124
2021-08,2807085.5199999986,23906.040000000037,0.8589471204350805,2.975966779635586
2021-09,2790086.949999999,-16998.569999999832,-0.6055593917209847,-4.660542973325088
2021-10,2992572.839999999,202485.89000000013,7.257332607501721,7.016361601751031
2021-11,2992449.6599999988,-123.18000000016764,-0.004116190535237488,-0.8035068145835433
2021-12,3075402.809999998,82953.14999999944,2.7720817198308185,4.62481471299554
2022-01,2762691.079999998,-312711.73,-10.168155175744284,-5.274150219206996
2022-02,2776408.079999998,13717.0,0.496508643304412,-2.9516950417267873
2022-03,2936141.0899999985,159733.01000000024,5.753225224729945,3.759053991288086
2022-04,2563241.6299999985,-372899.45999999996,-12.70032496973775,-8.776906744071667
2022-05,2792227.2099999986,228985.58000000007,8.933437149271027,0.22571653522822643
2022-06,2440175.719999999,-352051.48999999976,-12.608268006957784,-8.24603016466664
2022-07,2781316.1399999987,341140.4199999999,13.980157953542793,9.208734173809852
2022-08,2764581.509999999,-16734.62999999989,-0.6016802534356953,-4.0802115352968515
2022-09,2750801.1999999993,-13780.30999999959,-0.49845916823771264,-9.244584754867734
2022-10,2869345.54,118544.34000000078,4.309447734718191,8.127567934671642
2022-11,3078224.2700000005,208878.73000000045,7.279664546780254,5.55914239301023
2022-12,2983213.6400000006,-95010.62999999989,-3.0865402149532097,-5.7628115015974535
2023-01,3060530.6400000006,77317.0,2.5917352670725915,6.288720189420771
2023-02,3054399.2100000004,-6131.430000000168,-0.20033878830895044,-2.514253372824038
2023-03,3103995.7600000002,49596.549999999814,1.623774319925908,3.7077861126394662
2023-04,3065798.1100000003,-38197.64999999991,-1.2305960752987595,1.597469167850596
2023-05,3146906.3700000006,81108.26000000024,2.6455838607063473,0.46162915691689843
2023-06,3216940.9900000007,70034.62000000011,2.225506950815321,6.479971888460878
2023-07,3228227.560000001,11286.570000000298,0.35084790287061796,3.273343251429317
2023-08,3227476.0100000007,-751.5500000002794,-0.023280576912003043,-1.6252061556839115
2023-09,3156140.080000001,-71335.9299999997,-2.210269875871198,-4.74343890233897
2023-10,3041891.550000001,-114248.5299999998,-3.6198814724345114,-2.17088414400024
2023-11,3219694.120000001,177802.56999999983,5.84513178979046,9.134382939287523
2023-12,3340092.120000001,120398.0,3.7394235449919067,4.565547850232998
2024-01,3308651.030000001,-31441.08999999985,-0.9413240374939073,1.5926437279711436
2024-02,3342944.030000001,34293.0,1.036464700842143,5.218682709330125
2024-03,3310983.030000001,-31961.0,-0.956073440451828,3.270198866732721
2024-04,3327297.420000001,16314.389999999665,0.49273553661190644,-4.0319532602564045
2024-05,3356179.9900000007,28882.569999999832,0.868048940452093,5.057969661799677
2024-06,3344399.220000001,-11780.769999999553,-0.35101722896570725,3.528001423020455
2024-07,3415265.620000001,70866.3999999999,2.1189575567476626,1.2109009252873282
2024-08,3393127.9100000006,-22137.71000000043,-0.6481987775814761,2.3365721108775883
2024-09,3418347.3200000003,25219.409999999683,0.7432496112414364,2.1004620984196087
2024-10,3235005.21,-183342.11000000034,-5.363472252433387,-0.8923589482777494
2024-11,3219685.21,-15320.0,-0.4735695618864243,5.963352721864235
2024-12,3203389.15,-16296.060000000056,-0.506138300396145,-2.4060304461942295
2025-01,3192126.82,-11262.330000000075,-0.35157545563891524,2.685661400532302
2025-02,3057879.24,-134247.5799999996,-4.205584162849759,-1.269492995637711
2025-03,2978470.5400000005,-79408.69999999972,-2.5968553290547773,-5.571910438172778
2025-04,3138585.5300000003,160114.98999999976,5.375745297786284,-0.8670274966235181
2025-05,3470016.7300000014,331431.2000000011,10.559890652398474,6.284486398412126
2025-06,3701295.7100000014,231278.97999999998,6.665068153720396,5.138628188414196
2025-07,3875191.520000001,173895.8099999996,4.698241470687559,2.303154890643677
2025-08,3898071.520000001,22880.0,0.5904224315602341,2.051948773068202
2025-09,4029221.520000001,131150.0,3.3644841898642217,3.562037886002467
2025-10,4056616.680000002,27395.16000000108,0.6799119845860714,2.38374013029512
