Exit #,Ticker,Qty,Day In,Price In,Amount In,Day Out,Price Out,Amount Out,Reason Why Closed,Gain $,Gain %
62,PSX,9,2022-03-10,18.5,16650.0,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),16650.0,44.57831325301205
63,PSX,12,2022-03-11,14.0,16800.0,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),16800.0,34.146341463414636
64,PSX,7,2022-06-27,19.6,13720.000000000002,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),13720.000000000002,43.17180616740089
65,ENPH,13,2022-03-24,18.95,24635.0,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),24635.0,13.928702682837194
66,ENPH,13,2022-03-25,17.45,22685.0,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),22685.0,13.164843455299888
67,MTB,23,2022-04-11,9.0,20700.0,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),20700.0,45.0
68,MTB,45,2022-04-19,4.9,22050.000000000004,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),22050.000000000004,25.65445026178011
69,MTB,32,2022-08-23,5.0,16000.0,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),16000.0,22.727272727272727
70,EXPE,11,2022-03-14,14.65,16115.0,2022-12-16,87.61,63136.37,Expiration (ITM/Assigned),-47028.740000000005,-32.79892596854623
71,ENPH,11,2022-03-28,20.65,22714.999999999996,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),22714.999999999996,15.370301451432821
72,IAU,30,2022-04-04,8.6,25800.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),25800.0,44.329896907216494
73,IAU,24,2022-04-06,9.5,22800.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),22800.0,48.717948717948715
74,IAU,27,2022-04-12,7.6,20520.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),20520.0,39.175257731958766
75,DVN,28,2022-06-29,4.4,12320.000000000002,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),12320.000000000002,11.70212765957447
76,RJF,18,2022-09-07,12.0,21600.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),21600.0,36.36363636363637
77,ADI,9,2022-11-25,27.6,24840.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),24840.0,25.69832402234637
78,APA,49,2022-08-30,3.1,15190.0,2023-04-21,0.0,0.0,Expiration (OTM/Max Profit),15190.0,11.524163568773234
79,ON,29,2022-09-22,5.8,16820.0,2023-05-19,0.0,0.0,Expiration (OTM/Max Profit),16820.0,11.788617886178862
80,ON,32,2022-09-06,6.5,20800.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),20800.0,13.402061855670103
81,OXY,42,2022-09-16,5.35,22470.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),22470.0,11.346765641569458
82,ON,38,2022-09-29,5.4,20520.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),20520.0,12.10762331838565
83,OXY,40,2022-09-30,5.15,20600.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),20600.0,11.482720178372352
84,EQT,63,2022-10-03,3.5,22050.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),22050.0,12.280701754385964
85,EQT,58,2022-10-04,4.0,23200.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),23200.0,12.903225806451612
86,MRNA,21,2022-11-23,13.8,28980.0,2023-07-21,126.43,18011.069999999985,Expiration (ITM/Assigned),10954.860000000015,4.30412541254126
87,MRNA,23,2022-12-09,13.05,30015.000000000004,2023-07-21,126.43,8226.409999999983,Expiration (ITM/Assigned),21773.18000000002,8.09457032920052
88,ENPH,11,2022-11-21,24.25,26675.0,2023-09-15,120.3,109677.37,Expiration (ITM/Assigned),-83009.73999999999,-38.5509067688378
89,ENPH,11,2022-12-06,26.5,29150.0,2023-09-15,120.3,120677.37,Expiration (ITM/Assigned),-91534.73999999999,-40.89110565110565
90,NFLX,12,2022-12-28,22.5,27000.0,2023-09-15,0.0,0.0,Expiration (OTM/Max Profit),27000.0,11.39240506329114
91,SPXL,46,2023-02-17,6.8,31280.0,2023-10-20,0.0,0.0,Expiration (OTM/Max Profit),31280.0,12.781954887218044
92,RCL,54,2023-03-27,5.75,31050.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),31050.0,12.994350282485875
93,MRNA,24,2023-04-10,13.95,33479.99999999999,2024-01-19,99.7,72736.08,Expiration (ITM/Assigned),-39272.16000000001,-14.10030159414046
94,RCL,64,2023-04-13,5.5,35200.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),35200.0,11.702127659574469
95,SPXL,47,2023-04-27,6.6,31020.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),31020.0,12.359550561797752
96,TQQQ,119,2023-05-03,2.51,29869.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),29869.0,15.221346270466949
97,SPXL,58,2023-05-08,5.6,32479.999999999996,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),32479.999999999996,11.336032388663966
98,TQQQ,125,2023-05-09,2.59,32375.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),32375.0,14.876507754164273
99,PLD,13,2023-05-24,25.5,33150.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),33150.0,42.857142857142854
100,SOXL,146,2023-08-18,2.65,38690.0,2024-02-16,0.0,0.0,Expiration (OTM/Max Profit),38690.0,19.850187265917604
101,SOXL,150,2023-08-21,2.67,40050.0,2024-02-16,0.0,0.0,Expiration (OTM/Max Profit),40050.0,18.632240055826937
102,SOXL,141,2023-09-14,3.0,42300.0,2024-05-17,0.0,0.0,Expiration (OTM/Max Profit),42300.0,21.428571428571427
103,TQQQ,115,2023-08-28,3.5,40250.0,2024-06-21,0.0,0.0,Expiration (OTM/Max Profit),40250.0,14.285714285714285
104,TSLA,21,2023-11-27,20.2,42420.0,2024-09-20,0.0,0.0,Expiration (OTM/Max Profit),42420.0,11.234705228031146
105,TSLA,19,2023-11-28,21.65,41135.0,2024-09-20,0.0,0.0,Expiration (OTM/Max Profit),41135.0,11.494558003716485
106,TSLA,20,2023-11-29,20.65,41300.0,2024-09-20,0.0,0.0,Expiration (OTM/Max Profit),41300.0,11.201518850013562
107,TQQQ,90,2024-04-02,4.6,41399.99999999999,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),41399.99999999999,11.979166666666664
108,TQQQ,97,2024-04-03,4.3,41710.0,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),41710.0,11.405835543766578
109,SOXL,93,2024-04-12,4.5,41850.0,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),41850.0,20.0
110,SOXL,68,2024-04-24,5.8,39440.0,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),39440.0,26.126126126126124
111,SOXL,116,2024-05-17,4.05,46979.99999999999,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),46979.99999999999,15.606936416184968
112,ENPH,45,2024-06-03,10.25,46125.0,2025-01-17,63.69,163425.15,Expiration (ITM/Assigned),-117330.29999999999,-29.051142061281332
113,ENPH,42,2024-05-30,11.25,47250.0,2025-03-21,61.54,161560.14,Expiration (ITM/Assigned),-114338.28000000001,-30.674253521126765
114,ENPH,44,2024-05-31,10.65,46860.0,2025-03-21,61.54,147253.48,Expiration (ITM/Assigned),-100422.96,-27.057972732661533
115,MRNA,49,2024-07-05,10.9,53410.0,2025-03-21,32.66,329998.8300000001,Expiration (ITM/Assigned),-276621.6600000001,-63.359595959595985
116,MRNA,56,2024-07-08,9.8,54880.00000000001,2025-03-21,32.66,349141.52,Expiration (ITM/Assigned),-294299.04000000004,-61.682394366197194
117,TQQQ,90,2024-07-31,6.15,55350.0,2025-03-21,0.0,0.0,Expiration (OTM/Max Profit),55350.0,12.589559877175024
118,VST,39,2024-08-05,6.4,24960.000000000004,2025-04-17,0.0,0.0,Expiration (OTM/Max Profit),24960.000000000004,12.524461839530336
119,NVDA,43,2024-09-10,9.85,42355.0,2025-06-20,0.0,0.0,Expiration (OTM/Max Profit),42355.0,12.289457267623206
120,NVDA,48,2024-09-11,9.7,46560.0,2025-06-20,0.0,0.0,Expiration (OTM/Max Profit),46560.0,11.506524317912218
121,NVDA,49,2024-09-18,9.8,48020.00000000001,2025-06-20,0.0,0.0,Expiration (OTM/Max Profit),48020.00000000001,11.368909512761023
122,FSLR,22,2024-10-02,20.95,46090.0,2025-07-18,175.85,42144.74000000001,Expiration (ITM/Assigned),3930.5199999999877,1.0264866417696032
123,FSLR,24,2024-10-09,20.3,48720.00000000001,2025-07-18,175.85,33976.080000000016,Expiration (ITM/Assigned),14727.839999999991,3.6161461402474933
124,TSLA,22,2024-10-21,18.3,40260.0,2025-08-15,0.0,0.0,Expiration (OTM/Max Profit),40260.0,11.317254174397032
125,TQQQ,43,2025-01-17,7.4,31820.0,2025-09-19,0.0,0.0,Expiration (OTM/Max Profit),31820.0,12.627986348122866
126,TQQQ,43,2025-01-21,7.45,32035.000000000004,2025-09-19,0.0,0.0,Expiration (OTM/Max Profit),32035.000000000004,12.30388109000826
127,TSLL,85,2025-02-14,3.35,28475.0,2025-09-19,0.0,0.0,Expiration (OTM/Max Profit),28475.0,28.75536480686695
128,TSLL,114,2025-02-18,2.77,31578.000000000004,2025-09-19,0.0,0.0,Expiration (OTM/Max Profit),31578.000000000004,24.66607301869991
129,PLTR,13,2025-03-13,6.35,8246.29,2025-10-31,0.05,73.71000000000001,LIQUIDATION,8172.580000000001,11.44339373640476
130,GEV,5,2025-03-17,27.5,13746.65,2025-10-31,0.35,178.35,LIQUIDATION,13568.3,10.06083974418389
131,IBIT,32,2025-03-21,4.25,13578.56,2025-10-31,0.1,341.44,LIQUIDATION,13237.119999999999,10.352499530751423
132,IBIT,33,2025-03-24,5.15,16972.89,2025-10-31,0.56,1870.11,LIQUIDATION,15102.779999999999,10.910044459277444
133,IBIT,38,2025-03-25,4.7,17834.54,2025-10-31,0.51,1963.46,LIQUIDATION,15871.080000000002,10.19852025492638
134,PLTR,22,2025-03-27,6.3,13845.26,2025-10-31,0.13,300.74000000000007,LIQUIDATION,13544.52,10.271785374643375
135,AXON,2,2025-03-28,45.6,9118.66,2025-10-31,6.3,1261.34,LIQUIDATION,7857.32,8.739211289662412
136,PLTR,7,2025-04-17,7.9,5525.31,2025-10-31,0.14,102.69000000000001,LIQUIDATION,5422.620000000001,11.932348546695215
137,SMCI,62,2025-06-20,4.9,30338.46,2025-10-31,1.97,12255.54,LIQUIDATION,18082.92,8.851324694242967
138,SMCI,71,2025-06-23,4.35,30837.429999999997,2025-10-31,1.46,10413.57,LIQUIDATION,20423.859999999997,9.602590422779695
139,SMCI,73,2025-06-24,4.6,33531.08999999999,2025-10-31,1.2,8808.91,LIQUIDATION,24722.17999999999,9.974082582317248
140,COIN,18,2025-08-08,24.9,44807.94,2025-10-31,16.3,29352.060000000005,LIQUIDATION,15455.879999999997,3.581465770737139
141,COIN,18,2025-08-25,25.7,46247.94,2025-10-31,18.9,34032.06,LIQUIDATION,12215.880000000005,2.8307812949700315
142,COIN,19,2025-08-29,23.05,43782.27,2025-10-31,16.35,31077.730000000003,LIQUIDATION,12704.539999999994,2.910133851533818
