Exit #,Ticker,Qty,Day In,Price In,Amount In,Day Out,Price Out,Amount Out,Reason Why Closed,Gain $,Gain %
68,SOXL,38,2021-08-23,4.8,18240.0,2022-02-18,0.0,0.0,Expiration (OTM/Max Profit),18240.0,16.43835616438356
69,SOXL,43,2021-08-24,4.3,18490.0,2022-02-18,0.0,0.0,Expiration (OTM/Max Profit),18490.0,14.982578397212542
70,SOXL,39,2021-08-25,4.7,18330.0,2022-02-18,0.0,0.0,Expiration (OTM/Max Profit),18330.0,15.51155115511551
71,SOXL,49,2021-08-26,3.8,18620.0,2022-02-18,0.0,0.0,Expiration (OTM/Max Profit),18620.0,13.47517730496454
72,ADI,8,2021-09-02,23.1,18480.0,2022-02-18,0.0,0.0,Expiration (OTM/Max Profit),18480.0,22.669283611383708
73,ADI,7,2021-10-20,27.3,19110.0,2022-02-18,0.0,0.0,Expiration (OTM/Max Profit),19110.0,24.22360248447205
74,ADI,8,2021-10-21,22.4,17920.0,2022-02-18,0.0,0.0,Expiration (OTM/Max Profit),17920.0,19.893428063943162
75,SOXL,42,2021-12-13,4.7,19740.0,2022-05-20,19.7616,89229.42,Expiration (ITM/Assigned),-69517.56,-45.597245179063364
76,SPXL,16,2021-09-14,11.6,18560.0,2022-06-17,58.5626,50310.56,Expiration (ITM/Assigned),-31761.28,-25.319897959183674
77,SPXL,19,2021-09-15,9.65,18335.0,2022-06-17,58.5626,50243.78999999999,Expiration (ITM/Assigned),-31921.519999999993,-22.297013934970135
78,SPXL,21,2021-09-16,8.6,18060.0,2022-06-17,58.5626,45032.60999999999,Expiration (ITM/Assigned),-26986.679999999993,-17.99831932773109
79,SPXL,18,2021-10-19,10.7,19260.0,2022-06-17,58.5626,65599.38,Expiration (ITM/Assigned),-46351.44,-30.54661921708185
80,PSX,12,2022-03-17,15.2,18239.999999999996,2022-06-17,0.0,0.0,Expiration (OTM/Max Profit),18239.999999999996,38.19095477386934
81,SPXL,18,2021-11-19,10.75,19350.0,2022-07-15,67.4275,58642.560000000005,Expiration (ITM/Assigned),-39304.62,-24.465994397759104
82,MRNA,6,2021-11-30,31.05,18630.0,2022-07-15,166.91,61858.02,Expiration (ITM/Assigned),-43232.03999999999,-30.154174513496546
83,ENPH,11,2021-12-23,17.9,19689.999999999996,2022-08-19,0.0,0.0,Expiration (OTM/Max Profit),19689.999999999996,13.55034065102195
84,ENPH,13,2021-12-27,15.55,20215.0,2022-08-19,0.0,0.0,Expiration (OTM/Max Profit),20215.0,12.01235998455002
85,ENPH,14,2021-12-29,14.1,19740.0,2022-08-19,0.0,0.0,Expiration (OTM/Max Profit),19740.0,11.19936457505957
86,MTB,20,2022-04-08,9.1,18200.0,2022-08-19,0.0,0.0,Expiration (OTM/Max Profit),18200.0,45.7286432160804
87,MTB,24,2022-04-25,7.3,17520.0,2022-08-19,0.0,0.0,Expiration (OTM/Max Profit),17520.0,35.26570048309179
88,MRNA,6,2021-11-26,30.25,18150.0,2022-09-16,137.74,73360.02,Expiration (ITM/Assigned),-55214.04,-40.05371055495103
89,MRNA,7,2021-11-29,27.55,19285.0,2022-09-16,137.74,92586.69,Expiration (ITM/Assigned),-73306.38,-43.19381315735203
90,MRNA,5,2021-12-01,33.3,16650.0,2022-09-16,137.74,56133.34999999999,Expiration (ITM/Assigned),-39486.69999999999,-36.44365482233501
91,MRNA,6,2021-12-02,29.5,17700.0,2022-09-16,137.74,61360.01999999999,Expiration (ITM/Assigned),-43664.039999999986,-34.57168646080759
92,LYV,21,2021-12-03,9.2,19320.0,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),19320.0,12.994350282485875
93,ETSY,10,2021-12-10,19.75,19750.0,2022-09-16,108.03,71976.7,Expiration (ITM/Assigned),-52233.399999999994,-32.59494539781591
94,ETSY,10,2021-12-17,18.5,18500.0,2022-09-16,108.03,66976.7,Expiration (ITM/Assigned),-48483.399999999994,-30.979808306709263
95,LYV,23,2021-12-20,8.7,20010.0,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),20010.0,11.402359108781127
96,PSX,9,2022-03-10,18.5,16650.0,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),16650.0,44.57831325301205
97,PSX,12,2022-03-11,14.0,16800.0,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),16800.0,34.146341463414636
98,PSX,16,2022-03-23,12.1,19360.0,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),19360.0,29.950495049504948
99,PSX,19,2022-03-24,10.1,19190.0,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),19190.0,25.31328320802005
100,PSX,8,2022-06-27,19.6,15680.000000000002,2022-09-16,0.0,0.0,Expiration (OTM/Max Profit),15680.000000000002,43.17180616740088
101,ENPH,9,2022-03-25,19.5,17550.0,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),17550.0,14.391143911439114
102,MTB,20,2022-04-11,9.0,18000.0,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),18000.0,45.0
103,MTB,38,2022-04-19,4.9,18620.0,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),18620.0,25.654450261780106
104,MTB,26,2022-04-22,6.7,17420.0,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),17420.0,31.455399061032864
105,MTB,34,2022-08-23,5.0,17000.0,2022-11-18,0.0,0.0,Expiration (OTM/Max Profit),17000.0,22.727272727272727
106,EXPE,11,2022-03-14,14.65,16115.0,2022-12-16,87.61,63136.37,Expiration (ITM/Assigned),-47028.740000000005,-32.79892596854623
107,UAL,41,2022-04-27,4.15,17015.0,2022-12-16,38.43,10564.47,Expiration (ITM/Assigned),6423.06,4.251289009497965
108,ENPH,9,2022-03-28,20.65,18585.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),18585.0,15.370301451432825
109,IAU,22,2022-04-04,8.6,18920.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),18920.0,44.329896907216494
110,IAU,20,2022-04-06,9.5,19000.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),19000.0,48.717948717948715
111,IAU,24,2022-04-12,7.6,18239.999999999996,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),18239.999999999996,39.17525773195876
112,IAU,37,2022-04-20,5.0,18500.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),18500.0,26.31578947368421
113,IAU,26,2022-04-21,6.8,17680.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),17680.0,35.41666666666667
114,UAL,40,2022-04-26,4.25,17000.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),17000.0,11.888111888111888
115,DVN,37,2022-06-29,4.4,16280.000000000002,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),16280.000000000002,11.70212765957447
116,RJF,15,2022-09-07,12.0,18000.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),18000.0,36.36363636363637
117,ADI,7,2022-11-25,27.6,19320.0,2023-01-20,0.0,0.0,Expiration (OTM/Max Profit),19320.0,25.69832402234637
118,APA,55,2022-08-30,3.1,17050.0,2023-04-21,0.0,0.0,Expiration (OTM/Max Profit),17050.0,11.524163568773234
119,EQT,52,2022-10-06,3.6,18720.0,2023-04-21,31.3517,19005.999999999996,Expiration (ITM/Assigned),-320.8399999999964,-0.19649681528662197
120,ON,32,2022-09-13,5.7,18240.0,2023-05-19,0.0,0.0,Expiration (OTM/Max Profit),18240.0,11.561866125760648
121,ENPH,7,2022-09-29,22.95,16065.0,2023-05-19,162.37,26345.689999999995,Expiration (ITM/Assigned),-10285.379999999996,-8.299011578650095
122,ON,34,2022-10-10,5.3,18020.0,2023-05-19,0.0,0.0,Expiration (OTM/Max Profit),18020.0,11.856823266219239
123,ENPH,6,2022-10-13,26.65,15989.999999999998,2023-05-19,162.37,19582.019999999997,Expiration (ITM/Assigned),-3596.0399999999986,-3.5600831600831584
124,ENPH,8,2022-10-18,23.25,18600.0,2023-05-19,162.37,22109.359999999997,Expiration (ITM/Assigned),-3514.719999999997,-2.6347226386806573
125,ON,28,2022-09-06,6.5,18200.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),18200.0,13.402061855670103
126,OXY,34,2022-09-16,5.35,18189.999999999996,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),18189.999999999996,11.346765641569457
127,ON,33,2022-09-30,5.4,17820.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),17820.0,12.10762331838565
128,EQT,52,2022-10-03,3.5,18200.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),18200.0,12.280701754385964
129,EQT,46,2022-10-04,4.0,18400.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),18400.0,12.903225806451612
130,EQT,52,2022-11-08,3.7,19240.0,2023-06-16,0.0,0.0,Expiration (OTM/Max Profit),19240.0,11.455108359133128
131,MRNA,14,2022-12-06,13.65,19110.0,2023-06-16,128.73,8787.380000000014,Expiration (ITM/Assigned),10313.239999999987,6.07053976102183
132,MRNA,14,2022-11-23,13.8,19320.0,2023-07-21,126.43,12007.37999999999,Expiration (ITM/Assigned),7303.24000000001,4.30412541254126
133,MRNA,15,2022-12-09,13.05,19575.0,2023-07-21,126.43,5365.04999999999,Expiration (ITM/Assigned),14199.90000000001,8.094570329200518
134,ENPH,8,2022-11-21,24.25,19400.0,2023-09-15,120.3,79765.36,Expiration (ITM/Assigned),-60370.72,-38.550906768837805
135,NFLX,8,2022-12-28,22.5,18000.0,2023-09-15,0.0,0.0,Expiration (OTM/Max Profit),18000.0,11.39240506329114
136,SPXL,29,2023-02-17,6.8,19720.0,2023-10-20,0.0,0.0,Expiration (OTM/Max Profit),19720.0,12.781954887218044
137,RCL,35,2023-03-27,5.75,20125.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),20125.0,12.994350282485875
138,MRNA,14,2023-04-10,13.95,19530.0,2024-01-19,99.7,42429.37999999999,Expiration (ITM/Assigned),-22908.75999999999,-14.100301594140452
139,MRNA,13,2023-04-13,15.25,19825.0,2024-01-19,99.7,45898.71,Expiration (ITM/Assigned),-26082.42,-16.75440501043841
140,RCL,38,2023-04-14,5.45,20710.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),20710.0,11.583421891604676
141,SPXL,30,2023-04-27,6.6,19800.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),19800.0,12.359550561797752
142,TQQQ,79,2023-05-03,2.51,19829.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),19829.0,15.221346270466949
143,SPXL,36,2023-05-08,5.6,20160.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),20160.0,11.336032388663968
144,TQQQ,78,2023-05-09,2.59,20202.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),20202.0,14.876507754164273
145,PLD,8,2023-05-24,25.5,20400.0,2024-01-19,0.0,0.0,Expiration (OTM/Max Profit),20400.0,42.857142857142854
146,SOXL,79,2023-08-18,2.65,20935.0,2024-02-16,0.0,0.0,Expiration (OTM/Max Profit),20935.0,19.850187265917604
147,SOXL,79,2023-08-21,2.67,21093.0,2024-02-16,0.0,0.0,Expiration (OTM/Max Profit),21093.0,18.632240055826937
148,SOXL,71,2023-09-14,3.0,21300.0,2024-05-17,0.0,0.0,Expiration (OTM/Max Profit),21300.0,21.428571428571427
149,SOXL,84,2023-10-10,2.51,21083.999999999996,2024-05-17,0.0,0.0,Expiration (OTM/Max Profit),21083.999999999996,20.096076861489188
150,SOXL,75,2023-10-11,2.83,21225.0,2024-05-17,0.0,0.0,Expiration (OTM/Max Profit),21225.0,21.48823082763857
151,TQQQ,61,2023-08-28,3.5,21350.0,2024-06-21,0.0,0.0,Expiration (OTM/Max Profit),21350.0,14.285714285714285
152,TQQQ,77,2023-08-29,2.78,21405.999999999996,2024-06-21,0.0,0.0,Expiration (OTM/Max Profit),21405.999999999996,11.478117258464076
153,TQQQ,69,2023-08-31,3.1,21390.0,2024-06-21,0.0,0.0,Expiration (OTM/Max Profit),21390.0,11.96911196911197
154,TSLA,10,2023-11-27,20.2,20200.0,2024-09-20,0.0,0.0,Expiration (OTM/Max Profit),20200.0,11.234705228031146
155,TSLA,9,2023-11-28,21.65,19485.0,2024-09-20,0.0,0.0,Expiration (OTM/Max Profit),19485.0,11.494558003716485
156,TSLA,10,2023-11-29,20.65,20650.0,2024-09-20,0.0,0.0,Expiration (OTM/Max Profit),20650.0,11.201518850013562
157,TQQQ,47,2024-04-02,4.6,21620.0,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),21620.0,11.979166666666668
158,TQQQ,51,2024-04-03,4.3,21930.0,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),21930.0,11.405835543766578
159,SOXL,48,2024-04-12,4.5,21600.0,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),21600.0,20.0
160,SOXL,37,2024-04-24,5.8,21460.0,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),21460.0,26.126126126126124
161,SOXL,55,2024-05-17,4.05,22275.0,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),22275.0,15.606936416184972
162,SOXL,55,2024-05-31,4.05,22275.0,2025-01-17,0.0,0.0,Expiration (OTM/Max Profit),22275.0,14.490161001788909
163,ENPH,20,2024-06-07,10.95,21900.0,2025-01-17,63.69,72633.4,Expiration (ITM/Assigned),-50746.799999999996,-28.493430656934304
164,ENPH,21,2024-06-11,10.7,22470.0,2025-01-17,63.69,86765.07,Expiration (ITM/Assigned),-64309.14000000001,-32.47444326617179
165,SOXL,52,2024-06-28,4.25,22100.0,2025-02-21,28.622,33200.439999999995,Expiration (ITM/Assigned),-11135.279999999995,-6.9639024390243875
166,ENPH,19,2024-05-30,11.25,21375.0,2025-03-21,61.54,73086.73,Expiration (ITM/Assigned),-51724.46,-30.674253521126758
167,ENPH,21,2024-06-03,10.55,22155.0,2025-03-21,61.54,70280.07,Expiration (ITM/Assigned),-48139.14000000001,-27.144345766725873
168,ENPH,17,2024-06-10,13.15,22355.0,2025-03-21,61.54,73893.39,Expiration (ITM/Assigned),-51549.78,-33.01404463799673
169,MRNA,20,2024-07-05,10.9,21800.0,2025-03-21,32.66,134693.40000000002,Expiration (ITM/Assigned),-112906.80000000002,-63.35959595959597
170,MRNA,23,2024-07-08,9.8,22540.0,2025-03-21,32.66,143397.41000000003,Expiration (ITM/Assigned),-120872.82000000004,-61.6823943661972
171,TQQQ,37,2024-07-31,6.15,22755.0,2025-03-21,0.0,0.0,Expiration (OTM/Max Profit),22755.0,12.589559877175024
172,TQQQ,35,2024-08-01,6.15,21525.0,2025-03-21,0.0,0.0,Expiration (OTM/Max Profit),21525.0,14.02508551881414
173,TQQQ,35,2024-08-13,6.1,21350.0,2025-03-21,0.0,0.0,Expiration (OTM/Max Profit),21350.0,13.585746102449889
174,VST,31,2024-08-05,6.4,19840.0,2025-04-17,0.0,0.0,Expiration (OTM/Max Profit),19840.0,12.524461839530332
175,TSLA,12,2024-08-30,17.85,21420.0,2025-06-20,0.0,0.0,Expiration (OTM/Max Profit),21420.0,11.358574610244988
176,TSLA,12,2024-09-03,17.15,20580.0,2025-06-20,0.0,0.0,Expiration (OTM/Max Profit),20580.0,11.22015047432123
177,NVDA,21,2024-09-10,9.85,20685.0,2025-06-20,0.0,0.0,Expiration (OTM/Max Profit),20685.0,12.289457267623206
178,NVDA,22,2024-09-11,9.7,21339.999999999996,2025-06-20,0.0,0.0,Expiration (OTM/Max Profit),21339.999999999996,11.506524317912216
179,NVDA,22,2024-09-18,9.8,21560.000000000004,2025-06-20,0.0,0.0,Expiration (OTM/Max Profit),21560.000000000004,11.368909512761023
180,FSLR,10,2024-10-02,20.95,20950.0,2025-07-18,175.85,19156.700000000008,Expiration (ITM/Assigned),1786.599999999992,1.0264866417696017
181,FSLR,11,2024-10-09,20.3,22330.0,2025-07-18,175.85,15572.370000000006,Expiration (ITM/Assigned),6750.259999999994,3.616146140247492
182,TSLA,12,2024-10-21,18.3,21960.000000000004,2025-08-15,0.0,0.0,Expiration (OTM/Max Profit),21960.000000000004,11.317254174397034
183,NVDA,18,2024-12-19,11.05,19890.0,2025-09-19,0.0,0.0,Expiration (OTM/Max Profit),19890.0,11.167256189994946
184,TQQQ,29,2025-01-17,7.4,21460.000000000004,2025-09-19,0.0,0.0,Expiration (OTM/Max Profit),21460.000000000004,12.62798634812287
185,TQQQ,29,2025-01-21,7.45,21605.0,2025-09-19,0.0,0.0,Expiration (OTM/Max Profit),21605.0,12.303881090008257
186,TSLL,64,2025-02-14,3.35,21440.0,2025-09-19,0.0,0.0,Expiration (OTM/Max Profit),21440.0,28.75536480686695
187,TSLL,78,2025-02-18,2.77,21606.0,2025-09-19,0.0,0.0,Expiration (OTM/Max Profit),21606.0,24.66607301869991
188,PLTR,31,2025-03-13,6.35,19664.23,2025-10-31,0.05,175.77,LIQUIDATION,19488.46,11.443393736404758
189,GEV,7,2025-03-17,27.5,19245.31,2025-10-31,0.35,249.68999999999997,LIQUIDATION,18995.620000000003,10.060839744183893
190,IBIT,47,2025-03-20,4.25,19943.51,2025-10-31,0.1,501.49,LIQUIDATION,19442.019999999997,10.352499530751421
191,IBIT,40,2025-03-24,5.15,20573.2,2025-10-31,0.56,2266.8,LIQUIDATION,18306.4,10.910044459277449
192,IBIT,44,2025-03-25,4.7,20650.52,2025-10-31,0.51,2273.48,LIQUIDATION,18377.04,10.198520254926379
193,IBIT,45,2025-03-26,4.45,19994.85,2025-10-31,0.46,2100.15,LIQUIDATION,17894.699999999997,9.95257223661323
194,PLTR,32,2025-03-27,6.3,20138.56,2025-10-31,0.13,437.44,LIQUIDATION,19701.120000000003,10.271785374643377
195,IBIT,45,2025-03-28,4.4,19769.850000000002,2025-10-31,0.43,1965.1500000000003,LIQUIDATION,17804.7,10.156586918574803
196,GEV,7,2025-04-02,29.0,20295.31,2025-10-31,2.5,1754.69,LIQUIDATION,18540.620000000003,9.820399688554375
197,PLTR,30,2025-04-09,6.55,19629.9,2025-10-31,0.15,470.1,LIQUIDATION,19159.800000000003,10.229280285739456
198,PLTR,26,2025-04-10,7.05,18312.58,2025-10-31,0.06,173.42000000000002,LIQUIDATION,18139.160000000003,11.641345247332286
199,PLTR,29,2025-04-11,6.55,18975.57,2025-10-31,0.24,715.43,LIQUIDATION,18260.14,10.963097093210528
200,CRWD,5,2025-04-21,31.9,15946.65,2025-10-31,0.96,483.35,LIQUIDATION,15463.3,10.319840096636089
