Exit #,Ticker,Qty,Day In,Price In,Amount In,Day Out,Price Out,Amount Out,Reason Why Closed,Gain $,Gain %
201,VST,15,2025-05-05,13.6,20389.95,2025-10-31,1.75,2635.05,LIQUIDATION,17754.9,10.304882295584344
202,VST,15,2025-05-06,14.15,21214.95,2025-10-31,2.04,3070.05,LIQUIDATION,18144.9,10.09240062240058
203,TSLA,7,2025-05-12,29.4,20575.31,2025-10-31,2.27,1593.69,LIQUIDATION,18981.620000000003,10.441268203276016
204,TSLA,6,2025-05-13,33.15,19885.979999999996,2025-10-31,2.85,1714.0200000000002,LIQUIDATION,18171.959999999995,10.829464169186018
205,VST,17,2025-05-14,13.05,22173.610000000004,2025-10-31,2.75,4686.39,LIQUIDATION,17487.220000000005,8.237880347082355
206,VST,18,2025-05-15,12.75,22937.94,2025-10-31,1.72,3108.06,LIQUIDATION,19829.879999999997,8.822278724298783
207,COIN,8,2025-05-19,28.65,22914.64,2025-10-31,3.4,2725.36,LIQUIDATION,20189.28,11.486139904921638
208,COIN,9,2025-05-20,24.5,22043.97,2025-10-31,2.73,2463.03,LIQUIDATION,19580.940000000002,10.372386832256682
209,COIN,9,2025-05-21,23.05,20738.97,2025-10-31,1.78,1608.03,LIQUIDATION,19130.940000000002,10.13331299354768
210,COIN,9,2025-05-22,24.1,21683.97,2025-10-31,2.11,1905.0299999999997,LIQUIDATION,19778.940000000002,10.000318530754145
211,COIN,9,2025-05-23,23.75,21368.97,2025-10-31,1.0,906.03,LIQUIDATION,20462.940000000002,10.345987145213584
212,SMCI,45,2025-06-12,5.2,23369.85,2025-10-31,1.97,8895.15,LIQUIDATION,14474.699999999999,9.762656306907854
213,SMCI,54,2025-06-13,4.35,23453.819999999996,2025-10-31,1.46,7920.18,LIQUIDATION,15533.639999999996,9.602590422779695
214,SMCI,58,2025-06-16,4.1,23741.14,2025-10-31,1.03,6012.86,LIQUIDATION,17728.28,9.273946418277253
215,SMCI,61,2025-06-17,3.8,23139.13,2025-10-31,0.98,6018.87,LIQUIDATION,17120.260000000002,8.781052499843565
216,SMCI,75,2025-06-18,3.15,23574.75,2025-10-31,1.22,9200.25,LIQUIDATION,14374.5,6.852709297960205
217,TSLA,6,2025-06-23,36.6,21955.980000000003,2025-10-31,7.4,4444.020000000001,LIQUIDATION,17511.960000000003,10.077062775779087
218,TSLA,7,2025-06-24,32.8,22955.309999999998,2025-10-31,6.4,4484.69,LIQUIDATION,18470.62,9.434837953030693
219,TQQQ,36,2025-07-07,6.75,24275.88,2025-10-31,2.21,7980.12,LIQUIDATION,16295.760000000002,6.865506389110075
