Month,Total Value End,$ Gain,% Gain,% SPY Gain
2020-01,94713.92000000001,-5286.079999999987,-5.286079999999988,-0.9665126703655269
2020-02,82027.89000000001,-12686.029999999999,-13.394050209303973,-7.916594519717757
2020-03,46380.77999999997,-35647.110000000044,-43.457304582624324,-12.487109047905854
2020-04,74827.72999999992,28446.949999999953,61.33348770762366,12.69835607654073
2020-05,94035.3899999999,19207.659999999974,25.669173714076308,4.764548671584334
2020-06,101144.3899999999,7109.0,7.559919728093867,1.7733923611049418
2020-07,119390.3899999999,18246.0,18.03955711236186,5.889237326582997
2020-08,131824.3899999999,12434.0,10.414573568274642,6.979660481397509
2020-09,129728.3899999999,-2096.0,-1.5899940822787055,-3.7443548566115203
2020-10,123735.3899999999,-5993.0,-4.619651874196546,-2.493363330736753
2020-11,152315.3899999999,28580.0,23.097676420626325,10.877720415583191
2020-12,159774.3899999999,7459.0,4.897075732137117,3.704807569243318
2021-01,146771.23999999987,-13003.150000000023,-8.13844446534894,-1.0190281436889714
2021-02,189682.44999999987,42911.20999999999,29.236797345310993,2.7805389404754965
2021-03,219478.6599999998,29796.209999999934,15.708469602749203,4.539909723559998
2021-04,233851.6599999998,14373.0,6.54870045224443,5.29106185754491
2021-05,247943.6599999998,14092.0,6.0260423210166705,0.6566058703937561
2021-06,261556.7799999998,13613.119999999995,5.4904085871766215,2.2427663327791114
2021-07,255365.7699999998,-6191.010000000009,-2.3669850959321392,2.441243978882124
2021-08,263654.7699999998,8289.0,3.245932295467794,2.975966779635586
2021-09,253606.7699999998,-10048.0,-3.811044268230007,-4.660542973325088
2021-10,327791.7699999998,74185.0,29.251979353705764,7.016361601751031
2021-11,322571.7699999998,-5220.0,-1.592474393118535,-0.8035068145835433
2021-12,340831.72999999975,18259.959999999963,5.660743344031617,4.62481471299554
2022-01,296918.45999999973,-43913.27000000002,-12.884149606610878,-5.274150219206996
2022-02,272588.0199999998,-24330.439999999944,-8.194317052567216,-2.9516950417267873
2022-03,297880.0199999998,25292.0,9.278470858697318,3.759053991288086
2022-04,167278.0199999998,-130602.0,-43.84382678636858,-8.776906744071667
2022-05,218694.0199999998,51416.0,30.736853532819236,0.22571653522822643
2022-06,9753.019999999786,-208941.0,-95.54033530500752,-8.24603016466664
2022-07,188983.0199999998,179230.0,1837.687198426784,9.208734173809852
2022-08,163048.0199999998,-25935.0,-13.723455154859959,-4.0802115352968515
2022-09,26833.019999999786,-136215.0,-83.54287282973456,-9.244584754867734
2022-10,97513.01999999979,70680.0,263.40680251421776,8.127567934671642
2022-11,252330.0199999998,154817.0,158.76546537067597,5.55914239301023
2022-12,111777.01999999979,-140553.0,-55.70205241532502,-5.7628115015974535
2023-01,270533.27999999974,158756.25999999995,142.02942608418104,6.288720189420771
2023-02,228345.3099999997,-42187.97000000003,-15.594373453794693,-2.514253372824038
2023-03,308556.3099999997,80211.0,35.12706260531478,3.7077861126394662
2023-04,302841.09999999974,-5715.209999999963,-1.8522421401785523,1.597469167850596
2023-05,350852.09999999974,48011.0,15.853528467569308,0.46162915691689843
2023-06,447038.49999999965,96186.3999999999,27.41508458977443,6.479971888460878
2023-07,489899.4599999996,42860.95999999996,9.587755864427782,3.273343251429317
2023-08,452101.4599999996,-37798.0,-7.71546063757654,-1.6252061556839115
2023-09,377232.4599999996,-74869.0,-16.56022079645575,-4.74343890233897
2023-10,237213.4599999996,-140019.0,-37.11743151689548,-2.17088414400024
2023-11,372899.4599999996,135686.0,57.199958214850135,9.134382939287523
2023-12,469639.4599999996,96740.0,25.942649528106077,4.565547850232998
2024-01,415188.86999999965,-54450.58999999997,-11.594125842832716,1.5926437279711436
2024-02,449095.74999999965,33906.880000000005,8.166615834379192,5.218682709330125
2024-03,514279.61999999965,65183.869999999995,14.514470466487392,3.270198866732721
2024-04,518720.45999999985,4440.8400000002,0.863506899223462,-4.0319532602564045
2024-05,612022.4599999998,93302.0,17.986951970238465,5.057969661799677
2024-06,637325.4599999998,25303.0,4.1343253971431055,3.528001423020455
2024-07,591531.8199999998,-45793.640000000014,-7.185283324472873,1.2109009252873282
2024-08,478962.81999999983,-112569.0,-19.030083622551366,2.3365721108775883
2024-09,509876.6399999998,30913.81999999995,6.454325619679616,2.1004620984196087
2024-10,443548.6399999998,-66328.0,-13.008636755745473,-0.8923589482777494
2024-11,441010.6399999998,-2538.0,-0.5722033101037128,5.963352721864235
2024-12,404804.6399999998,-36206.0,-8.209779247049463,-2.4060304461942295
2025-01,384428.32999999984,-20376.30999999994,-5.0336157214008095,2.685661400532302
2025-02,240849.97999999975,-143578.3500000001,-37.34853516128745,-1.269492995637711
2025-03,138124.97999999975,-102725.0,-42.65103115225507,-5.571910438172778
2025-04,106105.97999999975,-32019.0,-23.181179827139204,-0.8670274966235181
2025-05,340282.97999999975,234177.0,220.7010387161973,6.284486398412126
2025-06,504902.0199999998,164619.04000000004,48.37710072951641,5.138628188414196
2025-07,623671.0199999998,118769.0,23.523177823689444,2.303154890643677
2025-08,621357.9199999998,-2313.0999999999767,-0.3708846372242817,2.051948773068202
2025-09,691436.7499999998,70078.82999999996,11.278335359433413,3.562037886002467
2025-10,697579.2599999997,6142.509999999893,0.8883690373703589,2.38374013029512
