Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Split_Ratio
2010-02-11 00:00:00-05:00,0.19444845630443675,0.20783937812180373,0.19382526666386338,0.20671917498111725,6912000,0.0,0.0,0.0,0.0
2010-02-12 00:00:00-05:00,0.201094179414352,0.20935716972459292,0.1999242694469062,0.20756502449512482,17203200,0.0,0.0,0.0,0.0
2010-02-16 00:00:00-05:00,0.21244444940209803,0.21610328622013933,0.20910866560519717,0.21560531854629517,19238400,0.0,0.0,0.0,0.0
2010-02-17 00:00:00-05:00,0.2184928372914181,0.21931387226603208,0.215206746142372,0.2192641794681549,38361600,0.0,0.0,0.0,0.0
2010-02-18 00:00:00-05:00,0.21904049163877518,0.22473999438324574,0.217720520586849,0.22342097759246826,77721600,0.0,0.0,0.0,0.0
2010-02-19 00:00:00-05:00,0.2219021926394249,0.22633333989022192,0.22021040156439067,0.22342097759246826,92966400,0.0,0.0,0.0,0.0
2010-02-22 00:00:00-05:00,0.2260590372227976,0.2260590372227976,0.21933873064349282,0.22185251116752625,50995200,0.0,0.0,0.0,0.0
2010-02-23 00:00:00-05:00,0.2206328844084098,0.2218276479373812,0.21025372697707495,0.2131909430027008,82252800,0.0,0.0,0.0,0.0
2010-02-24 00:00:00-05:00,0.2169491906601492,0.22215166606521466,0.21577928066886193,0.2196378856897354,70617600,0.0,0.0,0.0,0.0
2010-02-25 00:00:00-05:00,0.21261841930520742,0.22100661770715788,0.20836218630351921,0.2195126861333847,91238400,0.0,0.0,0.0,0.0
2010-02-26 00:00:00-05:00,0.21886561112794609,0.2231725057032459,0.21670070558337284,0.22225110232830048,57600000,0.0,0.0,0.0,0.0
2010-03-01 00:00:00-05:00,0.22506402344630688,0.23273058625776097,0.22506402344630688,0.23178434371948242,28454400,0.0,0.0,0.0,0.0
2010-03-02 00:00:00-05:00,0.23382503390315235,0.23820647498187894,0.23255570965535488,0.23317794501781464,48422400,0.0,0.0,0.0,0.0
2010-03-03 00:00:00-05:00,0.2357920665373134,0.23783271856087945,0.23220777591881508,0.23447304964065552,47961600,0.0,0.0,0.0,0.0
2010-03-04 00:00:00-05:00,0.23529406058728075,0.23738441943742028,0.23163522402504239,0.23706136643886566,29452800,0.0,0.0,0.0,0.0
2010-03-05 00:00:00-05:00,0.24211386729946932,0.24863534677772167,0.24081968942335522,0.24753999710083008,26880000,0.0,0.0,0.0,0.0
2010-03-08 00:00:00-05:00,0.2477646084833933,0.25065211811299376,0.2477646084833933,0.24885998666286469,25344000,0.0,0.0,0.0,0.0
2010-03-09 00:00:00-05:00,0.2474903018115981,0.25714782658215124,0.2472915020883441,0.2532653212547302,46425600,0.0,0.0,0.0,0.0
2010-03-10 00:00:00-05:00,0.2536141196783898,0.261006368349106,0.25343921926284435,0.25946274399757385,40089600,0.0,0.0,0.0,0.0
2010-03-11 00:00:00-05:00,0.25789527252083233,0.26222605265972804,0.2561776589396495,0.26185232400894165,53913600,0.0,0.0,0.0,0.0
2010-03-12 00:00:00-05:00,0.26473979488497695,0.26473979488497695,0.25943791922315534,0.2624496817588806,36134400,0.0,0.0,0.0,0.0
2010-03-15 00:00:00-04:00,0.26070724200425044,0.2624745339786595,0.25513199157539157,0.2606823742389679,42393600,0.0,0.0,0.0,0.0
2010-03-16 00:00:00-04:00,0.26324684120456915,0.26635801810574994,0.2605084529145013,0.26561152935028076,46579200,0.0,0.0,0.0,0.0
2010-03-17 00:00:00-04:00,0.2663579931598041,0.27123643316503376,0.2652377758794795,0.2674533426761627,39820800,0.0,0.0,0.0,0.0
2010-03-18 00:00:00-04:00,0.2683738496333131,0.2710128526362944,0.26660655737141853,0.2701660096645355,52185600,0.0,0.0,0.0,0.0
2010-03-19 00:00:00-04:00,0.2653868794441223,0.2731280181359736,0.262550045712704,0.2653868794441223,40051200,0.0,0.0,0.0,0.0
2010-03-22 00:00:00-04:00,0.2622756838774639,0.2757421031700201,0.2612797200994153,0.2725554406642914,58790400,0.0,0.0,0.0,0.0
2010-03-23 00:00:00-04:00,0.27442214381748176,0.27885330569799655,0.27016593932464705,0.2782559096813202,55334400,0.0,0.0,0.0,0.0
2010-03-24 00:00:00-04:00,0.2762897607729698,0.2768871281800648,0.2725554097659632,0.274297833442688,89241600,0.0,0.0,0.0,0.0
2010-03-25 00:00:00-04:00,0.2809933166494428,0.2839305322939262,0.272356598592786,0.27258026599884033,93926400,0.0,0.0,0.0,0.0
2010-03-26 00:00:00-04:00,0.2764637629668788,0.27925088925669317,0.2696927814137036,0.2739996612071991,84288000,0.0,0.0,0.0,0.0
2010-03-29 00:00:00-04:00,0.2781316712746812,0.28059574482076677,0.27571730477156425,0.2777579426765442,38054400,0.0,0.0,0.0,0.0
2010-03-30 00:00:00-04:00,0.2800480499736158,0.2830846514320918,0.27496981387101166,0.28067028522491455,39897600,0.0,0.0,0.0,0.0
2010-03-31 00:00:00-04:00,0.27753431133287243,0.28126769491539955,0.274969855126436,0.2768872082233429,59558400,0.0,0.0,0.0,0.0
2010-04-01 00:00:00-04:00,0.2799734985096795,0.2853250804885234,0.2701410480008333,0.27633950114250183,116620800,0.0,0.0,0.0,0.0
2010-04-05 00:00:00-04:00,0.27835532830946486,0.2859970523806058,0.2762898227175847,0.2843291461467743,67584000,0.0,0.0,0.0,0.0
2010-04-06 00:00:00-04:00,0.2821633101768336,0.28908338544327283,0.2803711504322609,0.28649502992630005,58713600,0.0,0.0,0.0,0.0
2010-04-07 00:00:00-04:00,0.28552398759088415,0.288635164960884,0.2798990290402604,0.28487691283226013,106252800,0.0,0.0,0.0,0.0
2010-04-08 00:00:00-04:00,0.28198935946780906,0.28756461010376666,0.27768341886868037,0.2858976721763611,69657600,0.0,0.0,0.0,0.0
2010-04-09 00:00:00-04:00,0.286842924658326,0.2917462322543351,0.2846273579398974,0.29104945063591003,58099200,0.0,0.0,0.0,0.0
2010-04-12 00:00:00-04:00,0.29204546977531887,0.29445986511363453,0.2901290564720017,0.2922194302082062,48806400,0.0,0.0,0.0,0.0
2010-04-13 00:00:00-04:00,0.2912741204548356,0.29709787778729113,0.28863511780716644,0.29662570357322693,67238400,0.0,0.0,0.0,0.0
2010-04-14 00:00:00-04:00,0.30085702204449344,0.30732788149845697,0.3002347867699236,0.30707937479019165,61094400,0.0,0.0,0.0,0.0
2010-04-15 00:00:00-04:00,0.30675632849939605,0.3123315788485394,0.30648201397906755,0.3111865222454071,45772800,0.0,0.0,0.0,0.0
2010-04-16 00:00:00-04:00,0.3079004114405198,0.31091217375258884,0.2943355171643556,0.3001095950603485,129484800,0.0,0.0,0.0,0.0
2010-04-19 00:00:00-04:00,0.2972975871775762,0.3023748547595889,0.28873444629435213,0.29963740706443787,112742400,0.0,0.0,0.0,0.0
2010-04-20 00:00:00-04:00,0.30429128046418225,0.30615895496993634,0.2985917768573768,0.3040676414966583,56102400,0.0,0.0,0.0,0.0
2010-04-21 00:00:00-04:00,0.31024024972253994,0.3120572486246857,0.3036690357488574,0.3094192147254944,83980800,0.0,0.0,0.0,0.0
2010-04-22 00:00:00-04:00,0.3003838746904096,0.3150441167042213,0.2952559319258429,0.3139994144439697,122841600,0.0,0.0,0.0,0.0
2010-04-23 00:00:00-04:00,0.3142976376603156,0.3191512376276975,0.3105890940726813,0.31815624237060547,82368000,0.0,0.0,0.0,0.0
2010-04-26 00:00:00-04:00,0.318379992344557,0.3207695197931785,0.31424801211439646,0.31579163670539856,80524800,0.0,0.0,0.0,0.0
2010-04-27 00:00:00-04:00,0.312730171299331,0.31606501574857265,0.2937133655334364,0.2963016927242279,133747200,0.0,0.0,0.0,0.0
2010-04-28 00:00:00-04:00,0.30085713712226203,0.3011553509833289,0.28980507905030317,0.296998530626297,125068800,0.0,0.0,0.0,0.0
