Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Split_Ratio,Adj_Close
2010-02-11 00:00:00-05:00,0.194448442287799,0.20783936313989373,0.19382525269214768,0.20671916007995605,6912000,0.0,0.0,0.0,0.0,0.20671916007995605
2010-02-12 00:00:00-05:00,0.20109420828758623,0.20935719978423273,0.19992429815216398,0.2075650542974472,17203200,0.0,0.0,0.0,0.0,0.2075650542974472
2010-02-16 00:00:00-05:00,0.2124444934502088,0.21610333102687126,0.20910870896166844,0.21560536324977875,19238400,0.0,0.0,0.0,0.0,0.21560536324977875
2010-02-17 00:00:00-05:00,0.2184928372914181,0.21931387226603208,0.215206746142372,0.2192641794681549,38361600,0.0,0.0,0.0,0.0,0.2192641794681549
2010-02-18 00:00:00-05:00,0.21904052085678066,0.22474002436151294,0.21772054962878237,0.22342100739479065,77721600,0.0,0.0,0.0,0.0,0.22342100739479065
2010-02-19 00:00:00-05:00,0.22190222223915523,0.2263333700810269,0.2202104309384515,0.22342100739479065,92966400,0.0,0.0,0.0,0.0,0.22342100739479065
2010-02-22 00:00:00-05:00,0.22605902203909678,0.22605902203909678,0.21933871591117465,0.22185249626636505,50995200,0.0,0.0,0.0,0.0,0.22185249626636505
2010-02-23 00:00:00-05:00,0.2206328998297318,0.22182766344221216,0.21025374167293695,0.213190957903862,82252800,0.0,0.0,0.0,0.0,0.213190957903862
2010-02-24 00:00:00-05:00,0.216949205378898,0.22215168113692133,0.21577929530823908,0.2196379005908966,70617600,0.0,0.0,0.0,0.0,0.2196379005908966
2010-02-25 00:00:00-05:00,0.2126184337383657,0.2210066327097315,0.20836220044775197,0.2195127010345459,91238400,0.0,0.0,0.0,0.0,0.2195127010345459
2010-02-26 00:00:00-05:00,0.21886561112794609,0.2231725057032459,0.21670070558337284,0.22225110232830048,57600000,0.0,0.0,0.0,0.0,0.22225110232830048
2010-03-01 00:00:00-05:00,0.22506403791542604,0.23273060121975506,0.22506403791542604,0.23178435862064362,28454400,0.0,0.0,0.0,0.0,0.23178435862064362
2010-03-02 00:00:00-05:00,0.23382500401812595,0.23820644453686338,0.23255567993256,0.23317791521549225,48422400,0.0,0.0,0.0,0.0,0.23317791521549225
2010-03-03 00:00:00-05:00,0.2357920665373134,0.23783271856087945,0.23220777591881508,0.23447304964065552,47961600,0.0,0.0,0.0,0.0,0.23447304964065552
2010-03-04 00:00:00-05:00,0.23529409016742514,0.2373844492803555,0.23163525314521377,0.23706139624118805,29452800,0.0,0.0,0.0,0.0,0.23706139624118805
2010-03-05 00:00:00-05:00,0.24211386729946932,0.24863534677772167,0.24081968942335522,0.24753999710083008,26880000,0.0,0.0,0.0,0.0,0.24753999710083008
2010-03-08 00:00:00-05:00,0.24776453430553091,0.2506520430706443,0.24776453430553091,0.24885991215705872,25344000,0.0,0.0,0.0,0.0,0.24885991215705872
2010-03-09 00:00:00-05:00,0.24749024356607335,0.2571477660637795,0.24729144388960583,0.25326526165008545,46425600,0.0,0.0,0.0,0.0,0.25326526165008545
2010-03-10 00:00:00-05:00,0.25361414880892946,0.2610063983287316,0.2534392483732947,0.25946277379989624,40089600,0.0,0.0,0.0,0.0,0.25946277379989624
2010-03-11 00:00:00-05:00,0.2578952138169191,0.2622259929700126,0.2561776006267114,0.2618522644042969,53913600,0.0,0.0,0.0,0.0,0.2618522644042969
2010-03-12 00:00:00-05:00,0.26473979488497695,0.26473979488497695,0.25943791922315534,0.2624496817588806,36134400,0.0,0.0,0.0,0.0,0.2624496817588806
2010-03-15 00:00:00-04:00,0.26070727180941583,0.2624745639858692,0.25513202074317054,0.2606824040412903,42393600,0.0,0.0,0.0,0.0,0.2606824040412903
2010-03-16 00:00:00-04:00,0.2632468116675711,0.2663579882196695,0.2605084236847577,0.2656114995479584,46579200,0.0,0.0,0.0,0.0,0.2656114995479584
2010-03-17 00:00:00-04:00,0.2663580525203393,0.271236493612778,0.26523783499036313,0.2674534022808075,39820800,0.0,0.0,0.0,0.0,0.2674534022808075
2010-03-18 00:00:00-04:00,0.2683737608194317,0.2710127629490786,0.2666064691423932,0.27016592025756836,52185600,0.0,0.0,0.0,0.0,0.27016592025756836
2010-03-19 00:00:00-04:00,0.26538681983947754,0.27312795679270546,0.26254998674519875,0.26538681983947754,40051200,0.0,0.0,0.0,0.0,0.26538681983947754
2010-03-22 00:00:00-04:00,0.2622756838774639,0.2757421031700201,0.2612797200994153,0.2725554406642914,58790400,0.0,0.0,0.0,0.0,0.2725554406642914
2010-03-23 00:00:00-04:00,0.27442214381748176,0.27885330569799655,0.27016593932464705,0.2782559096813202,55334400,0.0,0.0,0.0,0.0,0.2782559096813202
2010-03-24 00:00:00-04:00,0.2762897907917141,0.2768871582637128,0.27255543937897214,0.2742978632450104,89241600,0.0,0.0,0.0,0.0,0.2742978632450104
2010-03-25 00:00:00-04:00,0.2809933473715987,0.2839305633372199,0.2723566283706539,0.2725802958011627,93926400,0.0,0.0,0.0,0.0,0.2725802958011627
2010-03-26 00:00:00-04:00,0.27646379303721597,0.27925091963017973,0.26969281074757645,0.2739996910095215,84288000,0.0,0.0,0.0,0.0,0.2739996910095215
2010-03-29 00:00:00-04:00,0.27813164143225916,0.28059571471395944,0.27571727518819417,0.2777579128742218,38054400,0.0,0.0,0.0,0.0,0.2777579128742218
2010-03-30 00:00:00-04:00,0.280048020237364,0.2830846213734055,0.27496978467398053,0.28067025542259216,39897600,0.0,0.0,0.0,0.0,0.28067025542259216
2010-03-31 00:00:00-04:00,0.27753428146090015,0.28126766464159036,0.274969825530485,0.2768871784210205,59558400,0.0,0.0,0.0,0.0,0.2768871784210205
2010-04-01 00:00:00-04:00,0.2799734985096795,0.2853250804885234,0.2701410480008333,0.27633950114250183,116620800,0.0,0.0,0.0,0.0,0.27633950114250183
2010-04-05 00:00:00-04:00,0.27835529913329576,0.2859970224034597,0.27628979375791424,0.2843291163444519,67584000,0.0,0.0,0.0,0.0,0.2843291163444519
2010-04-06 00:00:00-04:00,0.2821633688802738,0.28908344558641913,0.2803712087628463,0.2864950895309448,58713600,0.0,0.0,0.0,0.0,0.2864950895309448
2010-04-07 00:00:00-04:00,0.2855238979808363,0.28863507437441116,0.2798989411955732,0.28487682342529297,106252800,0.0,0.0,0.0,0.0,0.28487682342529297
